RANKING,NIT,RAZON_SOCIAL,CODIGO_DEPARTAMENTO,DEPARTAMENTO,CODIGO_MUNICIPIO,MUNICIPIO,CIIU,DESCRIPCION_CIIU,AÑOS_EMPRESA,ACTIVOS_2023,PASIVOS_2023,PATRIMONIO_2023,INGRESOS_OPERACIONALES_2023,UTILIDAD_2023,ACTIVOS_2022,PASIVOS_2022,PATRIMONIO_2022,INGRESOS_OPERACIONALES_2022,UTILIDAD_2022,DIRECCION,TELEFONO,CELULAR,EMAIL,SUPERVISOR
5500,900055603,ACEITES DE COLOMBIA SAS,76,VALLE DEL CAUCA,76892,YUMBO,4669,Comercio al por mayor de otros productos n.c.p.,18.17932922655715,23165969000.0,17677546000.0,5488423000.0,44188004000.0,1176659000.0,19070519000.0,14758755000.0,4311764000.0,76796592000.0,720879000.0,CRA 36 NRO 10- 549 BOD 6,6024359121,3183382616,aceitesdecolombia@outlook.es,SUPERSOCIEDADES
5501,901530710,KIN AND CARTA COLOMBIA S.A.S.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",6201,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",2.21492128678987,12467795000.0,6269081000.0,6198714000.0,44180656000.0,2559331000.0,2566810000.0,1272821000.0,1293989000.0,12127365000.0,229161000.0,Cr 7 No. 120 20 P 3,6230199,3242001002,apcolombia@kinandcarta.com,SUPERSOCIEDADES
5502,900257968,TELEFONICA FACTORING COLOMBIA SA ,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",6493,Actividades de compra de cartera o factoring,14.954140999315538,403917084000.0,391457063000.0,12460021000.0,44169372000.0,6334803000.0,411551875000.0,398158982000.0,13392893000.0,32208664000.0,7267675000.0,"Calle 93 No. 15-73, Ofc 502",3167407572,3167407572,anaranjo@telefonicafactoring.com,SUPERSOCIEDADES
5503,901563247,DISTRIBUIDORA MARACAIBO AMB SAS,50,META,50001,VILLAVICENCIO,4664,"Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",1.9520876112251881,19871537000.0,5053857000.0,14817680000.0,44157784000.0,2892468000.0,17286371000.0,5373073000.0,11913298000.0,35973896000.0,2709545000.0,AV 40 26C 79,6684281,3106974136,distribuidoramaracaibosas@gmail.com,SUPERSOCIEDADES
5504,901130789,CI PRODUCTORA INTERNACIONAL DE GRASAS,25,CUNDINAMARCA,25473,MOSQUERA,1032,Elaboración de aceites y grasas de origen vegetal refinados,6.146475017111568,30549323000.0,23814511000.0,6734812000.0,44157212000.0,3194183000.0,22632395000.0,19091766000.0,3540629000.0,51130360000.0,1738666000.0,AV TRONCAL DE OCCIDENTE No 18-76,3212020819,3212020819,jefe.contabilidad@proingra.com,SUPERSOCIEDADES
5505,901685370,INGEURBE GESTORA DE PROYECTOS S.A.S.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4111,Construcción de edificios residenciales,0.8569472963723477,15289611000.0,13025935000.0,2263676000.0,44155496000.0,-7370796000.0,0.0,0.0,0.0,0.0,0.0,CALLE 72 7 64 PISO 2,3257171,0,INGEURBEGPSAS@GMAIL.COM,SUPERSOCIEDADES
5506,901038123,COMERCIALIZADORA LA 2000 S.A.S,05,ANTIOQUIA,05088,BELLO,4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",7.011635865845311,10055261000.0,6619593000.0,3435668000.0,44147048000.0,779445000.0,8256757000.0,5600534000.0,2656223000.0,34092328000.0,552464000.0,CL 58 N  63 93,3227001,3116372954,COMERCIALIZADORALA2000@GMAIL.COM,SUPERSOCIEDADES
5507,890212463,LUBRIGRAS S.A.S.,68,SANTANDER,68001,BUCARAMANGA,1921,Fabricación de productos de la refinación del petróleo,37.51403148528405,55218570000.0,21765459000.0,33453111000.0,44130588000.0,4191714000.0,52096298000.0,23215774000.0,28880524000.0,35684164000.0,3905760000.0,CRA 15 NRO 20 61,6076718824,3202509048,TESORERIA@LUBRIGRAS.NET,SUPERSOCIEDADES
5508,800224148,IRRIGACION E INDUSTRIA DE COLOMBIA SAS,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,4653,Comercio al por mayor de maquinaria y equipo agropecuarios,29.7741273100616,33065122000.0,18611417000.0,14453705000.0,44112384000.0,3261205000.0,31675072000.0,18982572000.0,12692500000.0,46218492000.0,1594367000.0,PARQUE INDUSTRIAL ZUMA PH BODEGA 26,8844059,3102481379,contabilidad@irridelco.com.co,SUPERSOCIEDADES
5509,811000242,CYS TECNOLOGIA SAS  BIC,05,ANTIOQUIA,05001,MEDELLÍN,4651,"Comercio al por mayor de computadores, equipo periférico y programas de informática",28.859685147159478,17005132000.0,5665338000.0,11339794000.0,44105476000.0,1962258000.0,19553201000.0,9815664000.0,9737537000.0,43351864000.0,2489950000.0,CL 5 A 43 B 25 OF 1201,6043334,3143689898,frios@cystecnologia.com,SUPERSOCIEDADES
5510,900265137,INVERSIONES ALZATE LTDA,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4631,Comercio al por mayor de productos alimenticios,14.888432580424366,25482520000.0,14662871000.0,10819649000.0,44077636000.0,534607000.0,31237957000.0,20952915000.0,10285042000.0,52127196000.0,1181679000.0,CRA 25 No 22 A 13 LC 03,3682598,3204929822,inversionesalzateltda@hotmail.com,SUPERSOCIEDADES
5511,900551280,FERRARI CRANE SAS,08,ATLÁNTICO,08001,BARRANQUILLA,2920,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,11.627652292950033,39852372000.0,29796519000.0,10055853000.0,44070992000.0,2906874000.0,37740442000.0,30591463000.0,7148979000.0,32958320000.0,971861000.0,CR 71 3 197 VIA LA CORDIALIDAD KM 2 5,6053112650,3204440072,administracioncol@ferraricrane.com,SUPERSOCIEDADES
5512,830067633,CIBERC SA,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4652,"Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",23.99726214921287,70763948000.0,37845308000.0,32918640000.0,44067332000.0,52590000.0,51689647000.0,18946395000.0,32743252000.0,35845936000.0,6059491000.0,AK 7 156 80 TO 1 OF 1402,5800618,3133766616,miriam.cardona@ciberc.com,SUPERSOCIEDADES
5513,901651728,PAT FORERO SAS,25,CUNDINAMARCA,25214,COTA,6494,Otras actividades de distribución de fondos,1.160848733744011,452814894000.0,19467000.0,452795427000.0,44046096000.0,44027276000.0,431286756000.0,647000.0,431286109000.0,21859450000.0,21858804000.0,"AUTOPISTA MEDELLIN KM 2, 600 MTS ENTRADA VIA PARCELAS COTA",8776800,3178867136,gerforimpuestos@gerfor.com,SUPERSOCIEDADES
5514,860516178,TUCKER ENERGY SERVICES S.A ,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",0910,Actividades de apoyo para la extracción de petróleo y de gas natural,41.1170431211499,51077522000.0,13698926000.0,37378596000.0,44034888000.0,-2856806000.0,56908165000.0,18967704000.0,37940461000.0,57256320000.0,983725000.0,Kilometro 1 Via Siberia Cota  Parque Industrial el Recreo  Bodega 3,7456480,3203431087,nsilva@tuckerenergy.com,SUPERSOCIEDADES
5515,890209498,GRUPO ALIMENTICIO ALBA DEL FONCE SAS,68,SANTANDER,68001,BUCARAMANGA,1082,"Elaboración de cacao, chocolate y productos de confitería",36.6652977412731,22249602000.0,18795716000.0,3453886000.0,44033216000.0,145869000.0,20981976000.0,17690167000.0,3291809000.0,25061132000.0,23102000.0,VEREDA GUATIGUARA FINCA EL MANA,6076654685,3155575371,contadora@grupodelfonce.com,SUPERSOCIEDADES
5516,900235110,HEVEQUI GENERAL BUSINESS SAS,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,4669,Comercio al por mayor de otros productos n.c.p.,15.436002737850787,59875785000.0,39670995000.0,20204790000.0,44023944000.0,3416064000.0,50435915000.0,33647189000.0,16788726000.0,40119004000.0,3212348000.0,CL 25 85 20,4877085,3165219129,gerencia@hevequi.com,SUPERSOCIEDADES
5517,901546984,SEMPERTEX ZF SAS,08,ATLÁNTICO,08296,GALAPA,2219,Fabricación de formas básicas de caucho y otros productos de caucho n.c.p.,2.0670773442847366,89221320000.0,6585493000.0,82635827000.0,44023856000.0,4265026000.0,59208159000.0,57637358000.0,1570801000.0,49277000.0,-1837116000.0,LOTE 311 312 313 314 315 316 ZF INTERNACIONAL DELATLANTICO ZOFIA,3669800,3162483001,zfadministracion@sempertex.com,SUPERSOCIEDADES
5518,900243359,ALMACEN MOTOCAMPO S.A,05,ANTIOQUIA,05001,MEDELLÍN,4541,"Comercio de motocicletas y de sus partes, piezas y accesorios",15.321013004791238,16577250000.0,11564132000.0,5013118000.0,44020372000.0,238276000.0,16191282000.0,11416440000.0,4774842000.0,42305232000.0,224080000.0,CLL 33 65 C 107,6042359381,3145069728,MBOTERO@MOTOCAMPO.COM.CO,SUPERSOCIEDADES
5519,890317923,ASIC SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",6209,Otras actividades de tecnologías de información y actividades de servicios informáticos,41.22108145106092,70642406000.0,60426466000.0,10215940000.0,44002976000.0,-15280808000.0,150413645000.0,124916897000.0,25496748000.0,112394184000.0,92700000.0,CRA 12 71 99,3769333,3158590567,coordinacion.contable@asicamericas.com,SUPERSOCIEDADES
5520,900178477,JULIO C PATERNINA SAS,13,BOLÍVAR,13001,CARTAGENA DE INDIAS,4290,Construcción de otras obras de ingeniería civil,16.569472963723477,23757586000.0,15589650000.0,8167936000.0,43978084000.0,1084929000.0,26875005000.0,19791999000.0,7083006000.0,41303564000.0,1478808000.0,LA PROVIDENCIA  CR 71 A1 # 31-84,6056718494,3163092980,avargaspaternina@gmail.com,SUPERSOCIEDADES
5521,900629531,CEMENTOS Y MATERIALES DE COLOMBIA,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",10.52703627652293,7984586000.0,3567151000.0,4417435000.0,43958800000.0,381423000.0,7111688000.0,3075738000.0,4035950000.0,36254724000.0,1025216000.0,Calle 46 sur N 20 75,3176494557,3176494557,monicpbb21@gmail.com,SUPERSOCIEDADES
5522,900104083,ESADINCO S.A.S.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",6494,Otras actividades de distribución de fondos,17.336071184120467,1002008308000.0,85643297000.0,916365011000.0,43950776000.0,175462039000.0,4312100655000.0,3391472686000.0,920627969000.0,0.0,-19225434000.0,CRA 13 No 26 45 PISO 11,7430000,3153079760,lsanchez@olcsal.com,SUPERSOCIEDADES
5523,830122904,LATIN PACK SAS ,25,CUNDINAMARCA,25473,MOSQUERA,4669,Comercio al por mayor de otros productos n.c.p.,20.79671457905544,32624959000.0,18414323000.0,14210636000.0,43934356000.0,2252816000.0,34414555000.0,22456735000.0,11957820000.0,61274388000.0,3199916000.0,AV LONG DE OCC KM 19 PQ IND SAN JORGE BD 87,8295529,3158817799,KARENTORRES@LATIN-PACK.COM,SUPERSOCIEDADES
5524,900141480,MAXEMPLEOS S.A.S,05,ANTIOQUIA,05001,MEDELLÍN,7820,Actividades de empresas de servicios temporales,16.774811772758383,4793767000.0,2924899000.0,1868868000.0,43933284000.0,78770000.0,6022852000.0,4124494000.0,1898358000.0,56384432000.0,120289000.0,CIRCULAR 4 #71 16,4440052,3004449298,contabilidad@gmail.com,SUPERSOCIEDADES
5525,901178054,INVERNOTA SAS,68,SANTANDER,68307,GIRÓN,4290,Construcción de otras obras de ingeniería civil,5.686516084873374,45589365000.0,27093957000.0,18495408000.0,43923864000.0,3595194000.0,30549222000.0,15649042000.0,14900180000.0,27377888000.0,4424386000.0,CENTRO INDUSTRIAL Y LOGISTICO SAN JORGE BODEGA 16,6159848,3156675536,invernotasas@gmail.com,SUPERSOCIEDADES
5526,890312652,QUIMICA BASICA COLOMBIANA S.A. Q.B.C.  ,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,2011,Fabricación de sustancias y productos químicos básicos,46.42299794661191,67214821000.0,31521560000.0,35693261000.0,43900884000.0,8494584000.0,72391705000.0,45400634000.0,26991071000.0,50730728000.0,10877311000.0,RA 100   16 - 20 OF 603,4883636,3137186232,qbasica@qbasica.com,SUPERSOCIEDADES
5527,891500084,HOSPITAL FRANCISCO DE PAULA SANTANDER E.S.E. NIVEL II,19,CAUCA,19698,SANTANDER DE QUILICHAO,8610,"Actividades de hospitales y clínicas, con internación",,31859627000.0,15733625000.0,16126002000.0,43894941000.0,-5008984000.0,30392846000.0,9257860000.0,21134986000.0,40211815000.0,-645263000.0,,,,,SUPERSALUD
5528,900174552,ADMINISTRACION OPERATIVA AUTOMOTRIZ S.A.S.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",7710,Alquiler y arrendamiento de vehículos automotores,16.295687885010267,48823481000.0,30977395000.0,17846086000.0,43887740000.0,4265861000.0,46518539000.0,30106451000.0,16412088000.0,34025140000.0,3345873000.0,CL 99 10 19 ED 99 TRADE CENTER P 3,6017560510,3138711898,shurtado@aoacolombia.com,SUPERSOCIEDADES
5529,817001532,VINOS DE LA CORTE SA EN REORGANIZACION EMPRESARIAL,19,CAUCA,19698,SANTANDER DE QUILICHAO,1101,"Destilación, rectificación y mezcla de bebidas alcohólicas",26.250513347022586,71729227000.0,58601748000.0,13127479000.0,43887144000.0,237117000.0,70961443000.0,58080340000.0,12881103000.0,46066000000.0,813808000.0,PARQUE INDUSTRIAL PARAISO MZ F,8295308,3155853128,info@vincorte.com,SUPERSOCIEDADES
5530,900894890,EXPLORADORA CORDOBA SAS,05,ANTIOQUIA,05001,MEDELLÍN,0722,Extracción de oro y otros metales preciosos,8.24640657084189,13813837000.0,23390596000.0,-9576759000.0,43871896000.0,14548996000.0,12033016000.0,28757729000.0,-16724713000.0,0.0,-36247990000.0,CRA 42 5 SUR 47,6046051507,3122754518,contabilidad@cordobamineralscorp.com,SUPERSOCIEDADES
5531,830085047,LUISA FARMS S.A.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",0125,Cultivo de flor de corte,22.72416153319644,22559868000.0,22880391000.0,-320523000.0,43864712000.0,29911000.0,31195065000.0,31545499000.0,-350434000.0,43419172000.0,1194023000.0,cl 97 23 60 to proksol of 702,6017036618,6016683030,luisafarms@falconfarms.com.co,SUPERSOCIEDADES
5532,811017434,YKK COLOMBIA S.A.S.,05,ANTIOQUIA,05001,MEDELLÍN,1399,Fabricación de otros artículos textiles n.c.p.,25.0403832991102,53173431000.0,17388189000.0,35785242000.0,43863892000.0,2485674000.0,35780605000.0,21475197000.0,14305408000.0,44730728000.0,85634000.0,CARRERA 51 6 SUR 7,6043229394,3206980603,contabilidad@ykkcolombia.com,SUPERSOCIEDADES
5533,891301862,TERCOL SAS,05,ANTIOQUIA,05001,MEDELLÍN,2712,Fabricación de aparatos de distribución y control de la energía eléctrica,46.00958247775496,24159538000.0,4750419000.0,19409119000.0,43860008000.0,2885937000.0,20423652000.0,3900472000.0,16523180000.0,39181120000.0,1948119000.0,CALLE 29B 56 26,6043496440,3105977911,tercol@tercol.com.co,SUPERSOCIEDADES
5534,860534746,COMERCIALIZADORA VIGIA C.I. S.A. S.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",37.14715947980835,12663663000.0,11937177000.0,726486000.0,43857304000.0,252536000.0,10265413000.0,9791463000.0,473950000.0,52542492000.0,145709000.0,Carrera 8 69 80,3102744664,3102744664,contabilidad@comercializadoravigia.com,SUPERSOCIEDADES
5535,817000019,LADRILLERA MELENDEZ SAS,19,CAUCA,19698,SANTANDER DE QUILICHAO,2392,Fabricación de materiales de arcilla para la construcción,28.698151950718685,58878997000.0,28957454000.0,29921543000.0,43849600000.0,1473744000.0,56476054000.0,27715372000.0,28760682000.0,45851700000.0,778174000.0,KM 3 VIA CALOTO,3120809,3173759619,contadora@ladrilleramelendez.com.co,SUPERSOCIEDADES
5536,901102835,MR MOVIL S.A.S.,08,ATLÁNTICO,08001,BARRANQUILLA,4652,"Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",,12842440000.0,10742940000.0,2099500000.0,43849060000.0,530530000.0,7736202000.0,6167231000.0,1568971000.0,49802612000.0,730405000.0,,,,,SUPERSOCIEDADES
5537,900460502,DOSRADARES SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",6810,Actividades inmobiliarias realizadas con bienes propios o arrendados,12.331279945242985,88540588000.0,16626567000.0,71914021000.0,43834424000.0,41420291000.0,51933524000.0,21269428000.0,30664096000.0,748515000.0,-297131000.0,TRANSVERSAL 6 # 27 - 43,4918200,3213629851,dosradares.contador@gmail.com,SUPERSOCIEDADES
5538,800116562,COMPAÑIA HOTELERA CARTAGENA PLAZA SAS,13,BOLÍVAR,13001,CARTAGENA DE INDIAS,5511,Alojamiento en hoteles,32.99931553730322,19644477000.0,7776242000.0,11868235000.0,43830360000.0,2053687000.0,17075089000.0,7260541000.0,9814548000.0,37094572000.0,2434375000.0,CRA 1 #6-154,6517450,3173759283,contador@hotelcartagenaplaza.co,SUPERSOCIEDADES
5539,900457695,COSECHARTE S.A.S.,68,SANTANDER,68001,BUCARAMANGA,5629,Actividades de otros servicios de comidas,12.432580424366872,19522642000.0,5478678000.0,14043964000.0,43829124000.0,2780211000.0,16023884000.0,4760131000.0,11263753000.0,34443952000.0,1441537000.0,CRA 33W 71 - 61 BG 39 PROVINCIA DE SOTO 1,6377882,3105767051,contabilidad@cosecharte.co,SUPERSOCIEDADES
5540,901447968,MNEMO CYBER SEC S.A.S.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",6201,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",,17527018000.0,6312498000.0,11214520000.0,43825804000.0,4350204000.0,12172776000.0,5308460000.0,6864316000.0,20831968000.0,3485852000.0,,,,,SUPERSOCIEDADES
5541,800130144,BURICA SA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,4755,Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,32.62422997946612,44734827000.0,16743964000.0,27990863000.0,43824344000.0,3091308000.0,48449694000.0,23583389000.0,24866305000.0,41186892000.0,2956581000.0,CR 1 47 68,6024491585,3117530958,notificaciones.burica@burica.com.co,SUPERSOCIEDADES
5542,800191462,PROYECTOS Y SERVICIOS SAS,68,SANTANDER,68001,BUCARAMANGA,7112,Actividades de ingeniería y otras actividades conexas de consultoría técnica,30.91854893908282,24765421000.0,3346113000.0,21419308000.0,43805428000.0,3743880000.0,29173634000.0,11025260000.0,18148374000.0,37632860000.0,1651037000.0,CARRERA 22 NO. 21-26,6348821,3132966442,juridica@proyectosyservicios.net,SUPERSOCIEDADES
5543,890323635,EL COMERCIO ELECTRICO SAS ,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,4690,Comercio al por mayor no especializado,38.71594798083505,26080147000.0,14637894000.0,11442253000.0,43798440000.0,1353590000.0,27297598000.0,17208935000.0,10088663000.0,47097388000.0,1096437000.0,CR 6 18 02,8845000,3183169895,LORENASOLARTE@COMERCIOELECTRICO.COM,SUPERSOCIEDADES
5544,802003931,HERRAJES ANDINA S A S,08,ATLÁNTICO,08001,BARRANQUILLA,2511,Fabricación de productos metálicos para uso estructural,27.16769336071184,35649463000.0,18471891000.0,17177572000.0,43788884000.0,2855631000.0,36878858000.0,21956917000.0,14921941000.0,44286704000.0,3251994000.0,CR 53 42 08,6053794948,3116609206,CONTABILIDAD@HERRAJESANDINA.COM,SUPERSOCIEDADES
5545,806015323,AZEMBLA S.A.S,25,CUNDINAMARCA,25286,FUNZA,2221,Fabricación de formas básicas de plástico,20.00273785078713,70409531000.0,42172366000.0,28237165000.0,43782696000.0,1191465000.0,70135296000.0,43089596000.0,27045700000.0,32309708000.0,2986347000.0,CARR MAMONAL KM 5 SEC PUERTA DE HIERRO,6056475300,3176818464,prodriguez@azembla.com.co,SUPERSOCIEDADES
5546,900899778,POLJEAN SAS,05,ANTIOQUIA,05360,ITAGÜÍ,4641,"Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",8.199863107460644,28800006000.0,30840113000.0,-2040107000.0,43777172000.0,-2524978000.0,33841937000.0,33441712000.0,400225000.0,46896848000.0,-1717980000.0,CR 54 NO 72 A 135,4182898,3175278604,recepcion@poljean.com,SUPERSOCIEDADES
5547,800199889,BLINDEX S A,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4520,Mantenimiento y reparación de vehículos automotores,,43044871000.0,37285003000.0,5759868000.0,43776898000.0,2839480000.0,45551753000.0,42631365000.0,2920388000.0,38690250000.0,62108000.0,,,,,SUPERVIGILANCIA
5548,900352586,TUBOS Y PERFILES DE OCCIDENTE S.A.S,17,CALDAS,17001,MANIZALES,4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",8.670773442847365,10866928000.0,4083032000.0,6783896000.0,43772232000.0,1285638000.0,10350218000.0,4851960000.0,5498258000.0,43461672000.0,1797218000.0,CALLE 25 16-48 BARRIO SAN JOSE,8838012,3104409164,tubosyperfilesqmapereira@hotmail.com,SUPERSOCIEDADES
5549,900848236,ANAVA LOGISTICS S.A.S.,13,BOLÍVAR,13001,CARTAGENA DE INDIAS,5229,Otras actividades complementarias al transporte,,30049288000.0,19746106512.0,10303181488.0,43759346761.0,567313823.0,23674962803.0,13944894622.0,9730068181.0,41162339682.0,2483499935.0,,,,,SUPERTRANSPORTE
5550,804013578,PROMOTORA DE SERVICIOS PÚBLICOS S.A. E.S.P.,68,SANTANDER,68276,FLORIDABLANCA,3520,Producción de gas; distribución de combustibles gaseosos por tuberías,,40342698000.0,23892683000.0,16450015000.0,43728076000.0,2595520000.0,48559858000.0,33604031000.0,14955827000.0,39723111000.0,1532814000.0,,,,,SUPERSERVICIOS
5551,890102782,MOTORES DE LA COSTA S.A.S.,08,ATLÁNTICO,08001,BARRANQUILLA,4511,Comercio de vehículos automotores nuevos,54.76249144421629,19732968000.0,12641309000.0,7091659000.0,43712384000.0,580646000.0,21939589000.0,13221728000.0,8717861000.0,57718808000.0,2606848000.0,CL 72  39 - 156,3770045,3045934419,contabilidad@motocostarenaulr.com,SUPERSOCIEDADES
5552,900934960,UYUSA COLOMBIA SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",7.8932238193018485,43054709000.0,33698791000.0,9355918000.0,43708356000.0,6726667000.0,40900279000.0,38271028000.0,2629251000.0,38059584000.0,-428153000.0,CR 22 16 34,6017440077,3205802950,uyusacol@gmail.com,SUPERSOCIEDADES
5553,811038473,SERVI EXPRESS SAS,05,ANTIOQUIA,05266,ENVIGADO,5612,Expendio por autoservicio de comidas preparadas,20.76933607118412,13234103000.0,6225187000.0,7008916000.0,43707804000.0,1285111000.0,11280938000.0,5557133000.0,5723805000.0,31955048000.0,1174896000.0,CRA 45 29 A SUR 37,6043669000,3007882621,contadoraserviexpress@gmail.com,SUPERSOCIEDADES
